step,edge_id,vehicle_count,avg_speed_kmh,waiting_time,occupancy
0,dandia_e,0,39.996,0.0,0.0
0,dandia_w,0,39.996,0.0,0.0
0,gotri_n,0,50.004,0.0,0.0
0,gotri_s,0,50.004,0.0,0.0
0,jetalpur_e,0,50.004,0.0,0.0
0,jetalpur_w,0,50.004,0.0,0.0
0,manjalpur_n,0,39.996,0.0,0.0
0,manjalpur_s,0,39.996,0.0,0.0
0,natubhai_loop,0,29.988,0.0,0.0
0,newsama_e,0,50.004,0.0,0.0
0,newsama_w,0,50.004,0.0,0.0
0,oldpadra_n,0,50.004,0.0,0.0
0,oldpadra_s,0,50.004,0.0,0.0
0,racecourse_n,0,50.004,0.0,0.0
0,racecourse_s,0,50.004,0.0,0.0
0,raopura_e,0,39.996,0.0,0.0
0,raopura_w,0,39.996,0.0,0.0
0,rcdutt_e,0,50.004,0.0,0.0
0,rcdutt_w,0,50.004,0.0,0.0
10,dandia_e,0,39.996,0.0,0.0
10,dandia_w,0,39.996,0.0,0.0
10,gotri_n,0,50.004,0.0,0.0
10,gotri_s,2,43.931,0.0,0.01
10,jetalpur_e,0,50.004,0.0,0.0
10,jetalpur_w,0,50.004,0.0,0.0
10,manjalpur_n,0,39.996,0.0,0.0
10,manjalpur_s,0,39.996,0.0,0.0
10,natubhai_loop,0,29.988,0.0,0.0
10,newsama_e,0,50.004,0.0,0.0
10,newsama_w,1,48.284,0.0,0.013
10,oldpadra_n,1,47.999,0.0,0.009
10,oldpadra_s,0,50.004,0.0,0.0
10,racecourse_n,0,50.004,0.0,0.0
10,racecourse_s,1,49.662,0.0,0.009
10,raopura_e,0,39.996,0.0,0.0
10,raopura_w,0,39.996,0.0,0.0
10,rcdutt_e,0,50.004,0.0,0.0
10,rcdutt_w,0,50.004,0.0,0.0
20,dandia_e,0,39.996,0.0,0.0
20,dandia_w,0,39.996,0.0,0.0
20,gotri_n,0,50.004,0.0,0.0
20,gotri_s,2,44.983,0.0,0.01
20,jetalpur_e,0,50.004,0.0,0.0
20,jetalpur_w,0,50.004,0.0,0.0
20,manjalpur_n,0,39.996,0.0,0.0
20,manjalpur_s,0,39.996,0.0,0.0
20,natubhai_loop,0,29.988,0.0,0.0
20,newsama_e,0,50.004,0.0,0.0
20,newsama_w,1,46.386,0.0,0.013
20,oldpadra_n,1,47.586,0.0,0.009
20,oldpadra_s,0,50.004,0.0,0.0
20,racecourse_n,0,50.004,0.0,0.0
20,racecourse_s,1,48.048,0.0,0.009
20,raopura_e,0,39.996,0.0,0.0
20,raopura_w,0,39.996,0.0,0.0
20,rcdutt_e,0,50.004,0.0,0.0
20,rcdutt_w,0,50.004,0.0,0.0
30,dandia_e,0,39.996,0.0,0.0
30,dandia_w,0,39.996,0.0,0.0
30,gotri_n,1,43.065,0.0,0.005
30,gotri_s,2,44.554,0.0,0.01
30,jetalpur_e,1,49.713,0.0,0.013
30,jetalpur_w,0,50.004,0.0,0.0
30,manjalpur_n,1,36.985,0.0,0.014
30,manjalpur_s,0,39.996,0.0,0.0
30,natubhai_loop,0,29.988,0.0,0.0
30,newsama_e,0,50.004,0.0,0.0
30,newsama_w,0,50.004,0.0,0.0
30,oldpadra_n,0,50.004,0.0,0.0
30,oldpadra_s,0,50.004,0.0,0.0
30,racecourse_n,0,50.004,0.0,0.0
30,racecourse_s,2,24.058,0.0,0.018
30,raopura_e,0,39.996,0.0,0.0
30,raopura_w,0,39.996,0.0,0.0
30,rcdutt_e,1,48.948,0.0,0.009
30,rcdutt_w,0,50.004,0.0,0.0
40,dandia_e,0,39.996,0.0,0.0
40,dandia_w,0,39.996,0.0,0.0
40,gotri_n,1,47.457,0.0,0.005
40,gotri_s,2,43.455,0.0,0.01
40,jetalpur_e,0,50.004,0.0,0.002
40,jetalpur_w,0,50.004,0.0,0.0
40,manjalpur_n,1,36.161,0.0,0.014
40,manjalpur_s,0,39.996,0.0,0.0
40,natubhai_loop,0,29.988,0.0,0.0
40,newsama_e,0,50.004,0.0,0.0
40,newsama_w,0,50.004,0.0,0.0
40,oldpadra_n,1,44.75,0.0,0.009
40,oldpadra_s,0,50.004,0.0,0.0
40,racecourse_n,0,50.004,0.0,0.0
40,racecourse_s,2,23.621,10.0,0.018
40,raopura_e,0,39.996,0.0,0.0
40,raopura_w,0,39.996,0.0,0.0
40,rcdutt_e,1,49.281,0.0,0.009
40,rcdutt_w,0,50.004,0.0,0.0
50,dandia_e,0,39.996,0.0,0.0
50,dandia_w,1,36.894,0.0,0.026
50,gotri_n,2,46.072,0.0,0.01
50,gotri_s,1,41.106,0.0,0.005
50,jetalpur_e,0,50.004,0.0,0.0
50,jetalpur_w,0,50.004,0.0,0.0
50,manjalpur_n,0,39.996,0.0,0.0
50,manjalpur_s,0,39.996,0.0,0.0
50,natubhai_loop,1,34.258,0.0,0.164
50,newsama_e,1,45.436,0.0,0.013
50,newsama_w,0,50.004,0.0,0.0
50,oldpadra_n,1,45.598,0.0,0.009
50,oldpadra_s,0,50.004,0.0,0.0
50,racecourse_n,0,50.004,0.0,0.0
50,racecourse_s,0,50.004,0.0,0.0
50,raopura_e,1,37.15,0.0,0.027
50,raopura_w,1,39.429,0.0,0.027
50,rcdutt_e,0,50.004,0.0,0.0
50,rcdutt_w,0,50.004,0.0,0.0
60,dandia_e,0,39.996,0.0,0.0
60,dandia_w,1,35.384,0.0,0.026
60,gotri_n,2,46.902,0.0,0.01
60,gotri_s,0,50.004,0.0,0.0
60,jetalpur_e,1,49.2,0.0,0.013
60,jetalpur_w,1,45.207,0.0,0.013
60,manjalpur_n,1,36.199,0.0,0.013
60,manjalpur_s,0,39.996,0.0,0.0
60,natubhai_loop,0,29.988,0.0,0.0
60,newsama_e,1,49.639,0.0,0.013
60,newsama_w,0,50.004,0.0,0.0
60,oldpadra_n,0,50.004,0.0,0.001
60,oldpadra_s,0,50.004,0.0,0.0
60,racecourse_n,0,50.004,0.0,0.0
60,racecourse_s,0,50.004,0.0,0.0
60,raopura_e,2,22.021,6.0,0.053
60,raopura_w,1,20.033,1.0,0.027
60,rcdutt_e,0,50.004,0.0,0.0
60,rcdutt_w,0,50.004,0.0,0.0
70,dandia_e,1,39.217,0.0,0.026
70,dandia_w,0,39.996,0.0,0.0
70,gotri_n,1,48.377,0.0,0.005
70,gotri_s,0,50.004,0.0,0.0
70,jetalpur_e,1,25.002,3.0,0.013
70,jetalpur_w,1,41.996,0.0,0.013
70,manjalpur_n,1,35.343,0.0,0.014
70,manjalpur_s,0,39.996,0.0,0.0
70,natubhai_loop,0,29.988,0.0,0.0
70,newsama_e,0,50.004,0.0,0.0
70,newsama_w,0,50.004,0.0,0.0
70,oldpadra_n,0,50.004,0.0,0.0
70,oldpadra_s,0,50.004,0.0,0.0
70,racecourse_n,1,44.04,0.0,0.009
70,racecourse_s,1,49.033,0.0,0.009
70,raopura_e,2,0.0,23.0,0.053
70,raopura_w,1,19.998,11.0,0.027
70,rcdutt_e,0,50.004,0.0,0.0
70,rcdutt_w,0,50.004,0.0,0.0
80,dandia_e,1,19.998,5.0,0.026
80,dandia_w,0,39.996,0.0,0.0
80,gotri_n,1,48.076,0.0,0.005
80,gotri_s,0,50.004,0.0,0.0
80,jetalpur_e,1,25.002,13.0,0.013
80,jetalpur_w,1,25.002,8.0,0.013
80,manjalpur_n,1,25.281,0.0,0.014
80,manjalpur_s,0,39.996,0.0,0.0
80,natubhai_loop,0,29.988,0.0,0.0
80,newsama_e,0,50.004,0.0,0.0
80,newsama_w,0,50.004,0.0,0.0
80,oldpadra_n,0,50.004,0.0,0.0
80,oldpadra_s,0,50.004,0.0,0.0
80,racecourse_n,1,44.325,0.0,0.009
80,racecourse_s,1,48.164,0.0,0.009
80,raopura_e,2,0.0,43.0,0.053
80,raopura_w,1,19.998,21.0,0.027
80,rcdutt_e,0,50.004,0.0,0.0
80,rcdutt_w,0,50.004,0.0,0.0
90,dandia_e,1,39.042,0.0,0.048
90,dandia_w,0,39.996,0.0,0.0
90,gotri_n,0,50.004,0.0,0.0
90,gotri_s,1,43.405,0.0,0.005
90,jetalpur_e,0,50.004,0.0,0.009
90,jetalpur_w,0,50.004,0.0,0.012
90,manjalpur_n,0,39.996,0.0,0.01
90,manjalpur_s,0,39.996,0.0,0.0
90,natubhai_loop,0,29.988,0.0,0.0
90,newsama_e,0,50.004,0.0,0.0
90,newsama_w,0,50.004,0.0,0.0
90,oldpadra_n,0,50.004,0.0,0.0
90,oldpadra_s,0,50.004,0.0,0.0
90,racecourse_n,1,30.353,0.0,0.009
90,racecourse_s,0,50.004,0.0,0.0
90,raopura_e,0,39.996,0.0,0.044
90,raopura_w,0,39.996,0.0,0.018
90,rcdutt_e,0,50.004,0.0,0.0
90,rcdutt_w,0,50.004,0.0,0.0
100,dandia_e,2,39.492,0.0,0.052
100,dandia_w,1,37.032,0.0,0.026
100,gotri_n,1,48.473,0.0,0.005
100,gotri_s,1,45.045,0.0,0.005
100,jetalpur_e,2,47.912,0.0,0.025
100,jetalpur_w,0,50.004,0.0,0.0
100,manjalpur_n,0,39.996,0.0,0.0
100,manjalpur_s,1,40.97,0.0,0.014
100,natubhai_loop,0,29.988,0.0,0.0
100,newsama_e,0,50.004,0.0,0.0
100,newsama_w,0,50.004,0.0,0.0
100,oldpadra_n,0,50.004,0.0,0.0
100,oldpadra_s,0,50.004,0.0,0.0
100,racecourse_n,0,50.004,0.0,0.0
100,racecourse_s,0,50.004,0.0,0.0
100,raopura_e,2,36.54,0.0,0.053
100,raopura_w,0,39.996,0.0,0.0
100,rcdutt_e,1,44.802,0.0,0.009
100,rcdutt_w,1,47.713,0.0,0.009
110,dandia_e,0,39.996,0.0,0.0
110,dandia_w,0,39.996,0.0,0.0
110,gotri_n,1,48.776,0.0,0.005
110,gotri_s,1,44.821,0.0,0.005
110,jetalpur_e,2,46.7,0.0,0.032
110,jetalpur_w,0,50.004,0.0,0.0
110,manjalpur_n,0,39.996,0.0,0.0
110,manjalpur_s,0,39.996,0.0,0.0
110,natubhai_loop,0,29.988,0.0,0.0
110,newsama_e,0,50.004,0.0,0.0
110,newsama_w,0,50.004,0.0,0.0
110,oldpadra_n,0,50.004,0.0,0.0
110,oldpadra_s,1,45.556,0.0,0.009
110,racecourse_n,0,50.004,0.0,0.0
110,racecourse_s,0,50.004,0.0,0.0
110,raopura_e,0,39.996,0.0,0.005
110,raopura_w,1,36.703,0.0,0.027
110,rcdutt_e,1,45.132,0.0,0.009
110,rcdutt_w,1,48.033,0.0,0.009
120,dandia_e,1,37.703,0.0,0.026
120,dandia_w,0,39.996,0.0,0.0
120,gotri_n,3,48.973,0.0,0.015
120,gotri_s,1,44.678,0.0,0.005
120,jetalpur_e,1,48.121,0.0,0.013
120,jetalpur_w,0,50.004,0.0,0.0
120,manjalpur_n,0,39.996,0.0,0.0
120,manjalpur_s,1,35.567,0.0,0.009
120,natubhai_loop,0,29.988,0.0,0.0
120,newsama_e,0,50.004,0.0,0.0
120,newsama_w,0,50.004,0.0,0.0
120,oldpadra_n,0,50.004,0.0,0.0
120,oldpadra_s,1,47.715,0.0,0.009
120,racecourse_n,1,44.734,0.0,0.009
120,racecourse_s,3,46.559,0.0,0.027
120,raopura_e,0,39.996,0.0,0.0
120,raopura_w,0,39.996,0.0,0.0
120,rcdutt_e,1,45.625,0.0,0.009
120,rcdutt_w,0,50.004,0.0,0.0
130,dandia_e,1,35.358,0.0,0.026
130,dandia_w,1,43.937,0.0,0.026
130,gotri_n,4,47.516,0.0,0.02
130,gotri_s,1,25.448,0.0,0.005
130,jetalpur_e,1,46.264,0.0,0.013
130,jetalpur_w,0,50.004,0.0,0.0
130,manjalpur_n,0,39.996,0.0,0.0
130,manjalpur_s,1,36.969,0.0,0.014
130,natubhai_loop,0,29.988,0.0,0.0
130,newsama_e,0,50.004,0.0,0.0
130,newsama_w,0,50.004,0.0,0.0
130,oldpadra_n,0,50.004,0.0,0.0
130,oldpadra_s,0,50.004,0.0,0.0
130,racecourse_n,1,46.53,0.0,0.009
130,racecourse_s,3,47.356,0.0,0.027
130,raopura_e,0,39.996,0.0,0.0
130,raopura_w,0,39.996,0.0,0.0
130,rcdutt_e,1,49.302,0.0,0.009
130,rcdutt_w,0,50.004,0.0,0.0
140,dandia_e,1,39.325,0.0,0.026
140,dandia_w,1,20.0,3.0,0.026
140,gotri_n,3,48.028,0.0,0.015
140,gotri_s,0,50.004,0.0,0.0
140,jetalpur_e,2,40.085,0.0,0.025
140,jetalpur_w,1,39.632,0.0,0.013
140,manjalpur_n,0,39.996,0.0,0.0
140,manjalpur_s,0,39.996,0.0,0.0
140,natubhai_loop,0,29.988,0.0,0.0
140,newsama_e,0,50.004,0.0,0.0
140,newsama_w,0,50.004,0.0,0.0
140,oldpadra_n,0,50.004,0.0,0.0
140,oldpadra_s,1,42.513,0.0,0.009
140,racecourse_n,0,50.004,0.0,0.0
140,racecourse_s,1,45.03,0.0,0.009
140,raopura_e,0,39.996,0.0,0.0
140,raopura_w,0,39.996,0.0,0.0
140,rcdutt_e,1,49.647,0.0,0.009
140,rcdutt_w,0,50.004,0.0,0.0
150,dandia_e,2,5.827,1.0,0.052
150,dandia_w,2,26.321,13.0,0.052
150,gotri_n,3,47.607,0.0,0.015
150,gotri_s,2,45.215,0.0,0.01
150,jetalpur_e,3,30.945,8.0,0.038
150,jetalpur_w,1,45.307,0.0,0.013
150,manjalpur_n,0,39.996,0.0,0.0
150,manjalpur_s,0,39.996,0.0,0.0
150,natubhai_loop,0,29.988,0.0,0.0
150,newsama_e,0,50.004,0.0,0.0
150,newsama_w,0,50.004,0.0,0.0
150,oldpadra_n,1,49.76,0.0,0.009
150,oldpadra_s,1,46.913,0.0,0.009
150,racecourse_n,0,50.004,0.0,0.0
150,racecourse_s,0,50.004,0.0,0.0
150,raopura_e,0,39.996,0.0,0.0
150,raopura_w,1,34.189,0.0,0.027
150,rcdutt_e,0,50.004,0.0,0.0
150,rcdutt_w,0,50.004,0.0,0.0
160,dandia_e,2,0.0,17.0,0.052
160,dandia_w,2,13.342,27.0,0.052
160,gotri_n,1,47.562,0.0,0.005
160,gotri_s,2,44.871,0.0,0.01
160,jetalpur_e,3,20.926,26.0,0.038
160,jetalpur_w,1,25.204,0.0,0.013
160,manjalpur_n,0,39.996,0.0,0.0
160,manjalpur_s,0,39.996,0.0,0.0
160,natubhai_loop,0,29.988,0.0,0.0
160,newsama_e,0,50.004,0.0,0.0
160,newsama_w,0,50.004,0.0,0.0
160,oldpadra_n,2,48.371,0.0,0.019
160,oldpadra_s,1,45.842,0.0,0.009
160,racecourse_n,0,50.004,0.0,0.0
160,racecourse_s,0,50.004,0.0,0.0
160,raopura_e,0,39.996,0.0,0.0
160,raopura_w,1,19.998,8.0,0.027
160,rcdutt_e,0,50.004,0.0,0.0
160,rcdutt_w,0,50.004,0.0,0.0
170,dandia_e,2,0.0,37.0,0.052
170,dandia_w,3,3.823,47.0,0.078
170,gotri_n,0,50.004,0.0,0.0
170,gotri_s,2,44.346,0.0,0.01
170,jetalpur_e,3,0.001,48.0,0.038
170,jetalpur_w,1,25.002,10.0,0.013
170,manjalpur_n,1,40.091,0.0,0.014
170,manjalpur_s,0,39.996,0.0,0.0
170,natubhai_loop,0,29.988,0.0,0.0
170,newsama_e,0,50.004,0.0,0.0
170,newsama_w,0,50.004,0.0,0.0
170,oldpadra_n,1,48.823,0.0,0.009
170,oldpadra_s,0,50.004,0.0,0.0
170,racecourse_n,0,50.004,0.0,0.0
170,racecourse_s,1,48.351,0.0,0.009
170,raopura_e,0,39.996,0.0,0.0
170,raopura_w,1,19.998,18.0,0.027
170,rcdutt_e,0,50.004,0.0,0.0
170,rcdutt_w,0,50.004,0.0,0.0
180,dandia_e,0,39.996,0.0,0.045
180,dandia_w,1,19.998,24.0,0.064
180,gotri_n,0,50.004,0.0,0.0
180,gotri_s,2,45.344,0.0,0.01
180,jetalpur_e,1,25.002,28.0,0.035
180,jetalpur_w,0,50.004,0.0,0.011
180,manjalpur_n,1,37.986,0.0,0.027
180,manjalpur_s,0,39.996,0.0,0.0
180,natubhai_loop,0,29.988,0.0,0.0
180,newsama_e,0,50.004,0.0,0.0
180,newsama_w,1,45.628,0.0,0.013
180,oldpadra_n,0,50.004,0.0,0.0
180,oldpadra_s,0,50.004,0.0,0.0
180,racecourse_n,0,50.004,0.0,0.0
180,racecourse_s,1,47.394,0.0,0.009
180,raopura_e,0,39.996,0.0,0.0
180,raopura_w,0,39.996,0.0,0.022
180,rcdutt_e,0,50.004,0.0,0.0
180,rcdutt_w,0,50.004,0.0,0.0
190,dandia_e,0,39.996,0.0,0.0
190,dandia_w,1,35.337,0.0,0.026
190,gotri_n,3,38.104,0.0,0.015
190,gotri_s,2,0.023,4.0,0.01
190,jetalpur_e,2,46.616,0.0,0.025
190,jetalpur_w,0,50.004,0.0,0.0
190,manjalpur_n,0,39.996,0.0,0.0
190,manjalpur_s,1,42.377,0.0,0.014
190,natubhai_loop,0,29.988,0.0,0.0
190,newsama_e,1,48.484,0.0,0.013
190,newsama_w,0,50.004,0.0,0.0
190,oldpadra_n,0,50.004,0.0,0.0
190,oldpadra_s,0,50.004,0.0,0.0
190,racecourse_n,1,48.362,0.0,0.009
190,racecourse_s,2,43.563,0.0,0.018
190,raopura_e,1,40.647,0.0,0.027
190,raopura_w,2,44.747,0.0,0.053
190,rcdutt_e,0,50.004,0.0,0.0
190,rcdutt_w,1,48.558,0.0,0.009
200,dandia_e,0,39.996,0.0,0.0
200,dandia_w,0,39.996,0.0,0.0
200,gotri_n,3,43.476,0.0,0.015
200,gotri_s,2,0.0,24.0,0.01
200,jetalpur_e,0,50.004,0.0,0.004
200,jetalpur_w,0,50.004,0.0,0.0
200,manjalpur_n,0,39.996,0.0,0.0
200,manjalpur_s,2,43.382,0.0,0.028
200,natubhai_loop,0,29.988,0.0,0.0
200,newsama_e,0,50.004,0.0,0.0
200,newsama_w,0,50.004,0.0,0.0
200,oldpadra_n,0,50.004,0.0,0.0
200,oldpadra_s,0,50.004,0.0,0.0
200,racecourse_n,3,41.837,0.0,0.027
200,racecourse_s,3,36.133,6.0,0.027
200,raopura_e,1,39.065,0.0,0.027
200,raopura_w,0,39.996,0.0,0.0
200,rcdutt_e,0,50.004,0.0,0.0
200,rcdutt_w,1,49.876,0.0,0.009
210,dandia_e,1,41.364,0.0,0.026
